iter	Logloss
233	0.5813482314
234	0.5810018974
235	0.580700135
236	0.5803233907
237	0.5799272567
238	0.5795626835
239	0.579218762
240	0.5790057587
241	0.5788060837
242	0.5784088818
243	0.5780832345
244	0.5778320632
245	0.5774554034
246	0.5770367277
247	0.5766894109
248	0.5763551018
249	0.5759524652
250	0.5755690287
251	0.5752896843
252	0.574946795
253	0.5746718318
254	0.5743892385
255	0.5740845672
256	0.5737214344
257	0.5732979663
258	0.5729705638
259	0.5725073434
260	0.57221689
261	0.5719539778
262	0.5716605274
263	0.5713547491
264	0.5710960649
265	0.5707508475
266	0.570420102
267	0.5701175672
268	0.569808199
269	0.56945028
270	0.5691166745
271	0.5687823988
272	0.5684642865
273	0.5683333478
274	0.5679436432
275	0.5676674478
276	0.5673367118
277	0.5669545932
278	0.5665699791
279	0.5662924508
280	0.5659441772
281	0.5655487904
282	0.565248866
283	0.5649166991
284	0.5646298006
285	0.5643157194
286	0.5640503851
287	0.5636558203
288	0.5633675381
289	0.563036331
290	0.5627368029
291	0.5624476283
292	0.5620905655
293	0.5618015438
294	0.5615383963
295	0.5612322855
296	0.5609769194
297	0.5606637741
298	0.5603320062
299	0.5599982335
300	0.5596544488
301	0.5593259395
302	0.5590563355
303	0.5587236234
304	0.5583934051
305	0.5581186689
306	0.5578261902
307	0.5575190744
308	0.5573114622
309	0.5570287783
310	0.556764013
311	0.5565109995
312	0.5562561
313	0.5560095579
314	0.5557110696
315	0.5554270938
316	0.5551544604
317	0.5548667119
318	0.554656823
319	0.5544541623
320	0.554107656
321	0.5537660559
322	0.5534334466
323	0.5531705749
324	0.552915649
325	0.5525233182
326	0.5522529089
327	0.5519202401
328	0.5516620542
329	0.5513689816
330	0.5511250367
331	0.5508728554
332	0.5505847577
333	0.5503224554
334	0.5500414475
335	0.5497748187
336	0.5494615471
337	0.549185146
338	0.5489315113
339	0.5486767623
340	0.5483559601
341	0.5481946735
342	0.5479340222
343	0.5476776763
344	0.5473938032
345	0.5470282971
346	0.5467716136
347	0.5465787556
348	0.5462638576
349	0.5460158538
350	0.5459089306
351	0.5456225575
352	0.5453912315
353	0.5451434646
354	0.5448456763
355	0.5446330064
356	0.5442869183
357	0.5440554958
358	0.5438181278
359	0.5435373684
360	0.543288577
361	0.5430460423
362	0.5427538122
363	0.542521582
364	0.542249301
365	0.5419236456
366	0.5416689192
367	0.5413881093
368	0.5411885227
369	0.5410579871
370	0.5407986203
371	0.5403844193
372	0.5400965043
373	0.5398429719
374	0.5396269397
375	0.5393888038
376	0.5391349095
377	0.5388936181
378	0.5386616016
379	0.5384066639
380	0.5381538837
381	0.5379758552
382	0.5377740535
383	0.5375500526
384	0.5373261236
385	0.537127639
386	0.53685779
387	0.5366102398
388	0.5363001697
389	0.5359903785
390	0.535719304
391	0.5354612982
392	0.5352296396
393	0.5349140491
394	0.534586054
395	0.5343061103
396	0.5340446441
397	0.5336800687
398	0.5334821223
399	0.5332599947
400	0.5330004475
401	0.532780531
402	0.5325958613
403	0.5323422084
404	0.5320956142
405	0.5318487578
406	0.5316615288
407	0.5313782663
408	0.5311909012
409	0.5309877187
410	0.5307196302
411	0.5305147805
412	0.530187861
413	0.5299856279
414	0.5298349432
415	0.5296011951
416	0.5293019785
417	0.5290953139
418	0.5288758371
419	0.528706175
420	0.5285339698
421	0.5282800103
422	0.5279303297
423	0.5277100279
424	0.5274387238
425	0.5271814371
426	0.5269262519
427	0.5266757218
428	0.5265274795
429	0.526302788
430	0.526068498
431	0.5258049725
432	0.5255499357
433	0.525368979
434	0.5251180544
435	0.5249064527
436	0.5246511667
437	0.5244212334
438	0.5241502901
439	0.5239337766
440	0.5237051386
441	0.5233681587
442	0.5231586135
443	0.5228982973
444	0.522708155
445	0.5224711271
446	0.5222441171
447	0.5220428637
448	0.5217515369
449	0.5215257615
450	0.5214008686
451	0.5212107506
452	0.5209877741
453	0.5207699317
454	0.5205562458
455	0.5203682612
456	0.5202139179
457	0.520042451
458	0.5199163603
459	0.5196485032
460	0.5194858576
461	0.5193161853
462	0.5190779791
463	0.5188389997
464	0.5185798888
465	0.5183266673
466	0.5181009278
467	0.5178851012
468	0.5177436195
469	0.5175831598
470	0.5174235306
471	0.5172275323
472	0.5170246017
473	0.516860123
474	0.5166598774
475	0.5164934567
476	0.5163011206
477	0.5160886457
478	0.5159355775
479	0.5157393422
480	0.5156088798
481	0.5153353597
482	0.5151632519
483	0.5149518988
484	0.5147649842
485	0.5144970553
486	0.5143114343
487	0.5141151229
488	0.5139122191
489	0.5137249729
490	0.5134834033
491	0.5132638634
492	0.513050494
493	0.5128238736
494	0.5126647318
495	0.512486306
496	0.512268535
497	0.5120493813
498	0.5119293985
499	0.5117227782
500	0.5115049232
501	0.5113010374
502	0.5111219802
503	0.5109515007
504	0.51073073
505	0.5105261466
506	0.5102525311
507	0.5100507021
508	0.5098725353
509	0.5096407702
510	0.5094738832
511	0.5093066634
512	0.509186186
513	0.5089374623
514	0.5087494854
515	0.5086102483
516	0.5084547296
517	0.5082559702
518	0.5080813894
519	0.5078723835
520	0.5076828732
521	0.5074991987
522	0.5073259594
523	0.5072005966
524	0.507057177
525	0.5068062879
526	0.5065715372
527	0.5063934962
528	0.5062854394
529	0.5061262135
530	0.5059701097
531	0.5057971522
532	0.5056654737
533	0.5055164007
534	0.5053289347
535	0.5051537157
536	0.5049463334
537	0.5047734506
538	0.5046582778
539	0.5044666524
540	0.5041950898
541	0.5040438419
542	0.5038603149
543	0.5036843159
544	0.5035476964
545	0.5033903673
546	0.503196136
547	0.5030343436
548	0.5028972782
549	0.5027400481
550	0.5025474013
551	0.5023721999
552	0.5021624446
553	0.5020163718
554	0.5018313275
555	0.5016663288
556	0.5014761972
557	0.5012771965
558	0.5010936564
559	0.5008560058
560	0.5007268184
561	0.5005521791
562	0.5003901306
563	0.5002076335
564	0.5000356884
565	0.499757412
566	0.4995847931
567	0.4993482536
568	0.4991983695
569	0.4990658659
570	0.498884242
571	0.4986665565
572	0.4985447383
573	0.4984005949
574	0.4982298741
575	0.4980463506
576	0.4979047327
577	0.4977005144
578	0.4974825183
579	0.4973667829
580	0.4971678673
581	0.4969309695
582	0.4967813154
583	0.4966557196
584	0.4965565681
585	0.4963370328
586	0.4961679551
587	0.4959976432
588	0.495873776
589	0.4957083459
590	0.4955993863
591	0.4954143014
592	0.4952359536
593	0.4950629822
594	0.4949017904
595	0.4947421789
596	0.494547914
597	0.4944045785
598	0.4942696528
599	0.4941178238
600	0.4940351632
601	0.4938832751
602	0.4937082436
603	0.4935227753
604	0.4933614092
605	0.4931998014
606	0.493006987
607	0.492859797
608	0.4926450992
609	0.4925004956
610	0.4923283403
611	0.4921454043
612	0.4920245454
613	0.4918695402
614	0.4917169877
615	0.4914922941
616	0.4913900986
617	0.4912482268
618	0.4911552325
619	0.4910328529
620	0.4908245669
621	0.4907255204
622	0.4906073434
623	0.4904771953
624	0.490339001
625	0.4901999352
626	0.4900462784
627	0.4900081389
628	0.4898150801
629	0.4896474322
630	0.4894950216
631	0.4893412628
632	0.4892414224
633	0.4891104904
634	0.4889656471
635	0.4888763622
636	0.4887560165
637	0.4885961951
638	0.488448395
639	0.4883299844
640	0.4881591256
641	0.488070376
642	0.4879467606
643	0.4877901563
644	0.4876228994
645	0.4874604811
646	0.4873207666
647	0.4871558455
648	0.4871156802
649	0.4869736738
650	0.4868096724
651	0.4866763437
652	0.4864966438
653	0.4863782972
654	0.4862456272
655	0.486026919
656	0.4858678421
657	0.4856911891
658	0.4856142452
659	0.4854542019
660	0.4853144589
661	0.4851620493
662	0.4849818542
663	0.4848604696
664	0.4846899454
665	0.4845464444
666	0.4843829995
667	0.4842434748
668	0.4841072015
669	0.4839575827
670	0.4838145267
671	0.4837260824
672	0.4835853908
673	0.4834665614
674	0.4833309001
675	0.4832482342
676	0.4830784825
677	0.4828991995
678	0.4827761224
679	0.4826304943
680	0.4825111558
681	0.4823644449
682	0.4822375707
683	0.4820737523
684	0.4819322282
685	0.4818070514
686	0.4816896744
687	0.4816089676
688	0.4814785148
689	0.4814336406
690	0.4813321621
691	0.4812546033
692	0.4811617708
693	0.4810230616
694	0.4808876462
695	0.4807537473
696	0.4806319129
697	0.4804663884
698	0.4803239923
699	0.4802067554
700	0.4800652087
701	0.4799391989
702	0.4797911786
703	0.4796130154
704	0.4794434156
705	0.4793234453
706	0.4792064222
707	0.4790788967
708	0.4789648126
709	0.4788330694
710	0.4786350036
711	0.4784831511
712	0.4783273211
713	0.478222634
714	0.4781119402
715	0.4780087021
716	0.4778801152
717	0.4777454161
718	0.4775326278
719	0.4773975671
720	0.4772455396
721	0.4771256392
722	0.4769582519
723	0.4768222149
724	0.4767000223
725	0.4766125591
726	0.476527765
727	0.4763942099
728	0.4762857741
729	0.4762016458
730	0.4760695964
731	0.4759228878
732	0.4757512455
733	0.4756517192
734	0.4755133094
735	0.4754014072
736	0.4752962001
737	0.4751657394
738	0.4750634216
739	0.4749303747
740	0.4747614282
741	0.4746736054
742	0.4745638735
743	0.4744722882
744	0.4743477255
745	0.4742027375
746	0.4741196977
747	0.4740053467
748	0.4738947668
749	0.473766664
750	0.473661524
751	0.4735580631
752	0.4734154142
753	0.4733222197
754	0.4732120276
755	0.4730974473
756	0.4730662709
757	0.4729327812
758	0.4728384345
759	0.4726969051
760	0.472610477
761	0.4725085537
762	0.4724256158
763	0.4722991626
764	0.472214674
765	0.4721001082
766	0.4719895975
767	0.4719026607
768	0.4717832765
769	0.4716589582
770	0.4715336805
771	0.4714367397
772	0.4713341657
773	0.4712603886
774	0.4711662832
775	0.4710242878
776	0.4708968383
777	0.4707621609
778	0.4707155438
779	0.4705800528
780	0.4704335715
781	0.4703097316
782	0.4701903773
783	0.4700863516
784	0.4699820304
785	0.4699188209
786	0.4698174921
787	0.4697056276
788	0.4695759249
789	0.4694889856
790	0.4693795763
791	0.4692830948
792	0.4692011479
793	0.469121117
794	0.4689891102
795	0.4688687886
796	0.4687281544
797	0.4686331646
798	0.4685150528
799	0.4683894669
800	0.4682700163
801	0.4681835874
802	0.468068534
803	0.4679292272
804	0.4678112259
805	0.4677587913
806	0.4676508739
807	0.4675636979
808	0.4674470529
809	0.467351387
810	0.4672561576
811	0.4671792497
812	0.4671482582
813	0.4670534123
814	0.4669591901
815	0.4668521486
816	0.4667104155
817	0.4666273992
818	0.4665251592
819	0.4664174647
820	0.4663161049
821	0.4662478504
822	0.466142987
823	0.4660600409
824	0.4659333515
825	0.4658239848
826	0.4657487444
827	0.4656345933
828	0.4655270653
829	0.4653888477
830	0.4652804874
831	0.4651664607
832	0.4650700499
833	0.464979136
834	0.4648558225
835	0.4647532446
836	0.4646719468
837	0.4645482695
838	0.464465939
839	0.4643541338
840	0.4642489256
841	0.4641414949
842	0.4639997016
843	0.4638991445
844	0.4637911381
845	0.4636484929
846	0.4635716116
847	0.463461955
848	0.4633427747
849	0.4632578858
850	0.4631317679
851	0.4630300138
852	0.462956171
853	0.4628554813
854	0.4627471275
855	0.462643633
856	0.4625376227
857	0.46241322
858	0.4623015428
859	0.4622583923
860	0.4621948789
861	0.4620948043
862	0.4619845908
863	0.4618907235
864	0.4617843596
865	0.4616875231
866	0.4615614604
867	0.4614325321
868	0.4613283447
869	0.4612370649
870	0.4611485718
871	0.4610373868
872	0.4609648703
873	0.4608727497
874	0.4607274924
875	0.4606220796
876	0.4605387882
877	0.460411094
878	0.4603474666
879	0.4602617383
880	0.4601635844
881	0.4600577408
882	0.4599590024
883	0.4598833828
884	0.4597768456
885	0.4596595379
886	0.4595870311
887	0.4594575601
888	0.4593957085
889	0.4592770556
890	0.4592041911
891	0.4590956621
892	0.4590217869
893	0.4589145472
894	0.4588402211
895	0.4587394277
896	0.4586290393
897	0.4585448418
898	0.4584087193
899	0.4583358339
900	0.4582238701
901	0.458094763
902	0.4580156819
903	0.4579161294
904	0.4578006437
905	0.4576986632
906	0.4576143289
907	0.4575201086
908	0.4574531514
909	0.4573724215
910	0.4572693452
911	0.457170993
912	0.4570819145
913	0.4569861658
914	0.4569102431
915	0.4568288964
916	0.4567175555
917	0.4566429449
918	0.4565744085
919	0.4564725758
920	0.4563713907
921	0.4563213593
922	0.4562460024
923	0.4561732886
924	0.4560992984
925	0.4560149376
926	0.4558945141
927	0.4557864407
928	0.4556720156
929	0.4555832552
930	0.4554879042
931	0.4554128866
932	0.4553253578
933	0.4552176868
934	0.4551337138
935	0.4550154419
936	0.4549174253
937	0.4548400795
938	0.4547362932
939	0.4546477511
940	0.4545563128
941	0.4544567803
942	0.4543781653
943	0.4542825797
944	0.4542238617
945	0.4541386093
946	0.4540458942
947	0.4539443214
948	0.4538751427
949	0.4537786111
950	0.4537171143
951	0.4536273508
952	0.4535228338
953	0.4534292338
954	0.4533263852
955	0.4532268443
956	0.4531518098
957	0.4530761435
958	0.4530039386
959	0.4529054939
960	0.4528000081
961	0.4527332833
962	0.4526414259
963	0.4525449805
964	0.4524549177
965	0.4523870313
966	0.4523128867
967	0.4522447303
968	0.4522022912
969	0.4521322022
970	0.4520398172
971	0.4519612548
972	0.4518850686
973	0.4518275365
974	0.4517487971
975	0.4516703626
976	0.451554478
977	0.4514547438
978	0.4513795438
979	0.4513012735
980	0.4512202881
981	0.4511168722
982	0.4510390404
983	0.4509300036
984	0.4508520186
985	0.450785411
986	0.4506832577
987	0.4506157499
988	0.4505618445
989	0.4504845186
990	0.4503772893
991	0.4502861729
992	0.4502084746
993	0.4500931351
994	0.4500310875
995	0.4499072836
996	0.449832903
997	0.4497714165
998	0.4496892007
999	0.449605032
