1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,30,frequency
60836.08203125,43203.6171875,78993.0078125,77744.9765625,2395.48095703125,94732.8828125,36306.13671875,69499.4609375,47837.9609375,42008.76171875,43167.87890625,49060.08984375,-84507.828125,41154.6796875,31241.009765625,-93750.0078125,-0.006000000052154064,0.4660000205039978,0.18000000715255737,1599853976.6340768,0
60803.15625,43183.5,78999.53125,77818.359375,2467.7666015625,94698.796875,35895.203125,69614.9765625,95700.7578125,84046.5546875,86371.921875,98163.625,-169532.09375,82332.109375,62456.94140625,-187500.015625,-0.006000000052154064,0.4660000205039978,0.18000000715255737,1599853976.6340847,0
60808.56640625,43179.79296875,79079.5546875,77846.296875,2635.516357421875,94739.9453125,35394.0078125,69602.3671875,95661.125,84000.8046875,86323.5078125,98119.796875,-169557.40625,82268.4765625,62344.578125,-187500.015625,-0.006000000052154064,0.4660000205039978,0.18000000715255737,1599853976.6340914,0
60805.83984375,43173.51171875,79010.0390625,77888.8515625,2664.55126953125,94656.8828125,34866.77734375,69632.2734375,95713.1171875,84048.9453125,86332.9140625,98161.3515625,-170094.109375,82295.4765625,62295.71875,-187500.015625,-0.03400000184774399,0.7000000476837158,0.2939999997615814,1599853976.634098,0
60794.1953125,43179.45703125,79108.703125,77881.859375,2915.516845703125,94698.546875,34080.91015625,69633.28125,95709.8515625,84027.0859375,86304.328125,98143.0859375,-170201.546875,82269.9296875,62216.16796875,-187500.015625,-0.03400000184774399,0.7000000476837158,0.2939999997615814,1599853976.6341047,0
60796.7421875,43165.91015625,79008.25,77867.3515625,2944.61865234375,94560.796875,33560.62890625,69652.703125,95749.3515625,84064.59375,86315.125,98151.0,-170706.40625,82276.453125,62163.57421875,-187500.015625,-0.03400000184774399,0.7000000476837158,0.2939999997615814,1599853976.634125,0
60800.85546875,43172.078125,79154.5859375,77771.8828125,3232.956298828125,94570.0234375,33153.359375,69653.484375,95710.078125,84031.671875,86297.0625,98093.5078125,-170828.0,82237.2265625,62082.9296875,-187500.015625,-0.03400000184774399,0.7000000476837158,0.2939999997615814,1599853976.6341317,0
60842.7421875,43194.58984375,79004.046875,77699.9609375,3163.8447265625,94363.8984375,32890.76953125,69655.1171875,95762.890625,84093.6953125,86344.296875,98094.6953125,-171302.890625,82293.84375,62086.52734375,-187500.015625,-0.03400000184774399,0.7000000476837158,0.2939999997615814,1599853976.634138,0
60778.28125,43140.23046875,79224.2578125,77554.8046875,3482.17822265625,94429.609375,32632.740234375,69589.2734375,95703.59375,84035.25,86290.046875,97991.1171875,-171469.015625,82229.9609375,61960.5078125,-187500.015625,-0.04000000283122063,0.7900000214576721,0.3720000088214874,1599853976.6341443,0
